,cleaned_text
1646,🥰 🥰 🥰 🥰 nice great masshallah
1647,hope good
1648,house want new view decide up move
1649,damn bro rain Auckland
1650,weather so bad Auckland even house move location
1651,snow christmas first time year
1652,’re still PA
1653,also real maple syrup
1654,manister SAb zandabad proud
1655,uumm several year ago get fake tree
1656,Actuallyy less toronto more kingston area 💀 💀 😭
1657,fossil fuel climate change need see reality happen here
1658,government really price whole want 😒 pay
1659,look impressive high producer carbon change govts affect scheme
1660,unfortunately power money watch thing care bring more
1661,incredible
1662,domino effect healthy happy people encourage continue green privately 🥰
1663,less concrete more greenery everywhere 😩 😩
1664,love city amazing see
1665,meanwhile here Ontario Canada conservative premier try sell greenbelt developer
1666,fantastic need do worldwide thank bring good news
1667,apply
1668,love good news 😭 hopeful news
1669,government enough lobbying wealth hoarding already
1670,cheap never replace plastic
1671,think do BBQ lol
1672,there also wildfire northern ontario 😭 😭
1673,work brooklin today open door am smell smoke never experience
1674,so suppose do now
1675,have asthma scared shitless week
1676,thank actually mention reason climate change
1677,last week hard 👁 💧 👄 💧
1678,eye burn watery day
1679,smell fire Vaughn 💀
1680,so useable come large quantity few gulp liquid
1681,’m old enough remember smog day Toronto similar go outside kid ’ terrible go full circle
1682,work field main challenge quality replace industrial plastic even most single use plastic packaging
1683,eat seaweed call dulse 🇨 🇦
1684,love so much be way just need vote dollar buy option more plastic 👏 😊 ✨
1685,transportation plastic pop pressure high altitude
1686,seaweed ps4 controller
1687,have whole birthmark toe hip blow 😅
1688,😭 description funniest most real 🤣
1689,mean literally build house top pile sand
1690,really well do thank sharing
1691,cool super impose picture house fall crazy nature always win
1692,mine stuff green energy component devastate environment bad leave change
1693,Katie only reason depressed politic whole need more 🥰
1694,few other issue priority so many passionate supporter ’m amazed
1695,thank Katie work
1696,understand see lot shirt x day line end march sound eco marxist group
1697,😋 Wild vegetable aday 🍀
1698,have basically same thing canada similar thing actually happen year
1699,more people need know
1700,need way more attention
1701,comfort movie so cooked
1702,chill all mu body sow mh spineomg
1703,talk live edge physically financially emotionaly 💔
1704,Earth just Earthn give AF
1705,idea multi generation elegiac family drama novel Baxter Sands use encroach wall metaphor erode family home Nantucket
1706,point rebuild there
1707,support district look nation whole do
1708,woman icon 💪 🏾
1709,work rest ballot still already fill slot great work keep
1710,brilliant woman
1711,first reformed edit
1712,concern ’ ’ absolutely hilarious
1713,wonder question everyday
1714,swear short story wait happen
1715,Mother Nature know go happen
1716,IM SICK tired mad AT hot weather love COLD
1717,sheesh important point thank share
1718,so important know thank
1719,let snow let snow let sno
1720,exploitation people main hobby %
1721,bro un 70 last week mean jump 😖
1722,course hot place live
1723,also place earth tourist spot
1724,yeahh grandpa
1725,really have
1726,fire bro wtf
1727,movie take piece week still destroy legit depressed grief still feel
1728,very interesting thank
1729,edit meaning perfection thank gladly make feel deep set emotion time come
1730,say know mind god then raise head look scene hit time see
1731,never delete
1732,caption exactly do
1733,go think video night
1734,ahh film gut time
1735,go watch movie edit
1736,also ’ extremely costic lake bed 🤣
1737,brilliant edit btw come back few time just watch again
1738,Reno confirm ’ about rain
1739,request Florida have east coast year
1740,fun fact blood worm normally find mud flat fill foot mud dirt water kinda concern
1741,bro sad part strand island get water bottle use trash water
1742,human earth fraction time ’re already track here anymore
1743,Bad Ending
1744,cook
1745,pole one mislead pole average have great coverage average past few year 80
1746,cook
1747,able recreate nuclear fusion here earth have good energy source world unfortunately ’ very very difficult do 😔
1748,fyp return peak
1749,imagine able see galaxy just look up now so much light pollution
1750,feel so helpless
1751,’re terrified know enough
1752,imagine society base infinite growth live planet finite resource
1753,🙏 rich ppl play 😫
1754,Sighh even ’ snow still have NTI 😔
1755,bro literally wake degree weather yesterday think
1756,take farmer land remove co2 form atmosphere crop grow ever control food control people time wake
1757,always ready sir
1758,cover story weather modification control machine
1759,ground clean upper atmosphere s weather balloon hose
1760,car year road waste money
1761,get try do try drain ocean cup
1762,absolutely waste money 😭
1763,ask same everyday
1764,sad thing people just care day come
1765,video need go viral give awareness dangerous take action
1766,just put system industry pollute most
1767,work factory law have have enough fit depend much carbon create
1768,stop fund oil company
1769,remind come fly skit fly lo now carbon neutral
1770,hold shovel end 😭 😭
1771,first last
1772,s hard ever work
1773,work make laugh royal know day work
1774,most work do whole life
1775,passenger jet transatlantic emit same pollution 150k car annually emit 8.4tonne hour so essentially machine run year offset hour fly
1776,Birthmark birthmark child 😁
1777,ask big one California earthquake go happen lifetime
1778,Jesus come ️ 🙏 😇
1779,Big Bang theory correct thank 🩵
1780,most work bro ever expose
1781,’ probably first time ever able experience hard manual labor
1782,bro wear mtb glove
1783,still enough take CO2 produce container ship week 💀 💀 💀
1784,do while college full time though
1785,s new york spews second 😭
1786,power fresh air
1787,have natural carbon vacuum call tree
1788,run hydropow
1789,very curious u get high tea 😅
1790,hard work boi 😩 😩 😩 😫 😫 😩
1791,stay healthy well wisher
1792,royal really work
1793,hard thing do life
1794,now put plant
1795,do bare minimum
1796,say air conditioner
1797,tech industry disrupter all just find new way exploit labor
1798,so insightful thank make
1799,rich leech world
1800,ocean say baby TODAY
1801,clarify follow regulation certification
1802,love rec have check ️
1803,eye glaze read climate economic book let goo
1804,space elevator collapse red mar win man Ministry Future solidify standing absolute favorite writer
1805,read remember
1806,centralization bad idea Less gov intervention get people more innovative only way solve climatr change
1807,deserve tho still deserve
1808,Carter have good post presidency legacy
1809,still do so much charity work 90
1810,great taste always know great president
1811,baffle be billionaire there do absolutely research man
1812,talk Al Gore
1813,’ call climate change hedge bet justify spend stop
1814,say appreciate perspective
1815,pfft pesky safety regulation try minimize loss life put ppl seafloor look oil
1816,just ask god snow
1817,cold Texas birthday 12/4 🏻 🏻 🏻
1818,’m ready ’m ready winter love winter
1819,last year city have snow ’m Washington make sense so idc cold ’m just happy snow hail regular
1820,tn today ready cold finally use winter clothe
1821,hope so need second summer continue
1822,environment get last laugh time
1823,November already freeze
1824,thank share information important know
1825,so Onion headline prophetic
1826,know lake stratify base temp hard break stratification ocean do deep top layer
1827,also mean variation temp change small evaporate also see large fast change
1828,never think rise ocean level way make lot sense
1829,never hear before
1830,Gran Canaria always get torrential rain shower hardly surprising
1831,actually think convince teacher play episode educational reason
1832,LUCKY die BC pause HEY EDD PART
1833,love way speak very emotionally aware
1834,unfortunately ppl still act happen 😭
1835,IM LITERALLY so JELOUS so LUCKY AKSNEBW
1836,actually go Ocean Isle Beach NC November very lay back much more peaceful
1837,still cold wet UK winter April
1838,bone dry here 28th March
1839,’m yet see video absolutely love give hope
1840,sound dark sound hopeful 🥰
1841,just say phenomenal phenomenal watch time keep do do root
1842,year teacher correct
1843,’m more blue chisel tip ️thank step thorn side never hold account
1844,get glass like talk other thing send message
1845,send Ireland
1846,’ pollution know exactly stay
1847,literally read last page tonight amazing read
1848,read lol rip Unabomber lot
1849,wonder teacher get play eddsworld email gladly accept
1850,COUSIN watch TOO send vid
1851,’ so freak epic
1852,so many beach
1853,honestly sound nightmare ’ rain
1854,think
1855,individual mega corporation pollute wealthy country own corporation
1856,fascinating have catch though wait maybe ’ just oil industry suppress initiative 💰 political power 🧐
1857,compare corporation do plane only vehicle contribute significant amount
1858,OGs big sigh fun last storm start close see other side og start edge FORTNITE
1859,’m GenX. fight system decade millennial kid understand so trigger so angry so tired
1860,nuclear power way well solar wind combine
1861,state do next
1862,m bad guy want buy desiel corolla let boring pop star use private plane
1863,climate change real evidence there respond 🙏 🙏
1864,need massive desalination plant major sw city be shortage ocean water
1865,think lot boomer know think just learn cope ignore seem clear solution
1866,people realize wind energy precent more expensive 😱 😱
1867,bro swear
1868,want outside cat eat flower die so Lee natural fern grow there
1869,mean pay action greedy
1870,know come
1871,Most Europe so much dark cold USA ’ main problem live Europe
1872,Spain Europe
1873,do mother
1874,have solution people wanna hear
1875,european country do city line
1876,now try private jet billionaire rocket
1877,already give humanity wait end
1878,thnx like see snake grass
1879,climate change use TOO MUCH
1880,dead already lol
1881,thank talk so fast adhd brain happy
1882,nuh need clean lawn
1883,yet Scotland
1884,good extremely hot fall bc climate change
1885,shell owner sleep night know lead extinction
1886,wasp mosquito go fo crazy
1887,government just make stuff now
1888,look cool like idea wanna go bc want bee bug fly all place idk
1889,get people poverty fast most effective way solve climate issue
1890,make electricity least last year
1891,be point anymore just get bad
1892,map upside down
1893,blame poor instead company make % carbon emission year
1894,last check portugal Europe so make sense people think align Europe
1895,get well government release Nikola Telsa research enjoy free energy instead 😁
1896,stop plan even know make end year let alone
1897,have 4year leave planet earth climate clock say so
1898,brainwash big corporation think problem need change create problem
1899,’ alternative
1900,research mean youtube facebook fox news
1901,profit save planet
1902,america top
1903,so school
1904,fire ¾of gov do thi job then make living affordable again
1905,’m have plan future ’ just survival ’m full rage
1906,really do
1907,human need Earth Earth need human
1908,now instead focus bad maybe focus good
1909,"also mini imo normal""/more encourage able work 20hr job instead current full time expectation"
1910,’ huge city build desert sustainable
1911,western Oregon Washington weather resemble UK weather low latitude
1912,have do
1913,really think average consumer main problem look world make major corporation
1914,Govs urban design well improve public transportation
1915,study link CO2 climate change just do
1916,plant ward yellowjacket bee literally only reason do terrify yellowjacket
1917,even NASA sound fake
1918,year cycle multiple variable say normal part year cycle
1919,common knowledge Europe 😂 Edinburgh Copenhagen Moscow share same latitude
1920,leader start understand reality need revolution become real minimum wage UK council housing
1921,wind turbine bad btw
1922,idea Tory Government tell truth go
1923,climate change get little bit bad 😭
1924,one say do research internet ever ever provide example consider research
1925,talk speed perfect brain
1926,game bro 💀
1927,LA Phoenix have plan treat reuse waste water get people ok drink poop water uphill battle
1928,teach kid now
1929,forget chemtrail have lot do too
1930,tree give oxygen pretty sure
1931,love non condescend informative fact base educate response question thank
1932,be give source give paper write 😂
1933,sure electric vehicle produce less pollution
1934,blame oil company get deliver oil user oil count emission
1935,so terrified planet
1936,dr seuss try tell look now
1937,come
1938,all sit parent house pc day
1939,Most people mistake bias confirmation research
1940,true part Hong Kong consider quite good put as many people posible square km save green space
1941,water disappear thin air call evaporation
1942,go die many year happen
1943,wildflower lawn so pretty goddamn unreasonably hard keep so nice
1944,already have handful reactor produce research plan start produce commercially next year
1945,Bill Gates have company working unit have year work size fridge pull last minute deployment
1946,climate clock doomsday clock have so afraid
1947,Europe geography thin squiggly landmass sorounde water contribute more climate gulf stream
1948,bug especially bug
1949,so cooked
1950,Most GenX aware young age start recycle initiative middle school invent alternative science fair
1951,have effect alright just heat mega turbo death planet capitulate billionaire demand
1952,dad try convince today people generation want work
1953,winter Scotland more mild recent year
1954,wait people ask have smart phone again 🥰
1955,obv have effect just dc
1956,💯 💯 watch about year ago obsess watch great influencer
1957,well insect serpent
1958,friend way download letter attach email let idk ’ just others:3
1959,history only record few year science record less explain science show lifetime few lifetime explain people just as smart think due ice age
1960,tell Truth scrap
1961,put here Earth fund Jeff Bezos existential crisis
1962,last time reach ocean
1963,true false BRITAIN pollute guarantee british company make product Asia pollute crazy
1964,crazy wrong generate TINY compare use show help
1965,just too many people earth
1966,like bug poison ivy snake yard mow 😁
1967,climate clock say year all die do so believe
1968,green energy conglomerate kill
1969,electric car invent gasoline car rich people decide use gasoline car
1970,hilarious thing even make government power year policy
1971,hate California use vast majority Colorado fact use more legal share accord source
1972,even cut tree
1973,big carbon emitter USA china
1974,regard Milankovich cycle happen thousand year climate naturally change think stop survive
1975,need go
1976,plant use scare away bad bug also idea grow back part yard split half shorten part close house
1977,great grandmother tell year ago pass wonderful age ask thing bout day just cry stop ask
1978,have really bad phobia bee work though
1979,break shoulder
1980,man captitalism use AirPods Pro 😭 😭 😭
1981,tree plant United States day plant paper wood industry even stream go polluted absolutely terrible thing do pt.1
1982,say Mexico bit too broad guy lmao … ’ degree almost everyday lately ’m
1983,hear say before make perfect sense time say
1984,slide show like more people
1985,be people realise big issue less corporation emit % world pollution
1986,tbf just wind solar work need have huge battery storage area store excess energy control much
1987,climate death clock
1988,mean exactly think thing UK
1989,Ngl prefer able bike stand sit long time get restless
1990,talk Japan have super hot Summers Winter snowy country World m snow
1991,Ireland UK
1992,take personal responsability corporation result own cosumption
1993,Australian think obvious
1994,so exactly think ’m canadian very much know europe Americans show globe
1995,illusion choice hit little too hard
1996,flower so cute idk people like bc bug bird cute too imagine have firefly even bee ur yard
1997,’m scared bug insect want property local council make designate area instead
1998,almost capitalism demand endless consumption endless consumption exist necessitate waste cost environment
1999,wait find lawn grow
2000,call firmament 😏
2001,man never look path
2002,July
2003,let forget dump huge artificial cloud atmosphere
2004,unreasonable say cut tree
2005,california far north canada
2006,start flood
2007,sweden cut tree have replant
2008,have argument year ago American insist mistaken home latitude degree north ’
2009,already feel dead inside capitalism give upgrade
2010,find people
2011,comment stay comrade tok
2012,really try say liquid water have more mass ice
2013,soap opera full hyperbole people decide pretend problem order magnitude then really commit
2014,kid go next Ice Age then Acid Rain then hole ozone then global warming climate change 🙄
2015,say dont eat hot fresh water ’ true
2016,climate change scare Mr Greentext 😔
2017,wait still believe ball spin mile throw galaxy mile wake sleep sleeper
2018,city fine
2019,need just try use car as less possible instead try build train infrastructure
2020,large shipping vessel produce more fume single car world combine
2021,large freight ship put more carbon dioxide car truck put together
2022,conspiracy theorist listen research anyway
2023,Shakira outro top
2024,worry big corporation pollute give bunch money now ✨ carbon neutral ✨
2025,’ illegal live let grass grow
2026,geep hit OPT OUT button hear laughter HELP
2027,right catalytic converter filter fuel less car road year want blame
2028,blame corporation billionaire average person
2029,cry bathroom sell separately 😅 😅
2030,call summertime genius unbelievable
2031,IM so SCARED BEES ☹ ️ ☹ ️
2032,Edmonton degree tell there winter
2033,video fail explain geological reason climate change reason warm cycle cool vise versa
2034,planet habitat sustain 8B people bec fine tune usage earth habitable zone shift break
2035,compare oceanic climate Dublin Edmonton Canada continental even gulf stream warm
2036,need take account humidity irish winter wet cold dry cold so feel colder
2037,Atlantis mode 😍
2038,
2039,only last tree cut last fish catch last stream poison realize eat money go hard
2040,so all dead just say end
2041,’ ’m anti car
2042,find full speech anywhere do full slow Oxford Union
2043,reason carbon emission place westerner buy shit there marginally cheap
2044,consider co2 emission capita Britain huge polluter
2045,feel teen now just as angry stop change only get bad gaslight gen X live
2046,now HIW TOUR 😭 ❤ ️
2047,now real talk
2048,first ever concert see fan ever as far back remember
2049,guy name awesome
2050,diss effort all good thing about % battery Tesla model enough around mile drive
2051,finally kidapawan birth city
2052,so many dead salmon river so sad think people fish right now see lot fisher regardless
2053,be do 😔 😔 😔
2054,have ski heavy just carve trough ice
2055,Clearwater Florida
2056,Mississippi also dessert
2057,South Dakota 🥰 🥰
2058,think be people shed
2059,think netherlands most determinate stop climate change
2060,guy go say central bank rule then use capitalism ordinary people have do central bank
2061,remember grandmom say ever inside hurricane strong point wind sound Woman Scream never hear before life
2062,’m New Hampshire just rain wind one here worried storm snow fall bear raise Florida
2063,air conditioning consequence disaster American Southeast
2064,patience reward lord savior drop new video
2065,fault
2066,do video love super rad helpful remind thing do help cause
2067,also take account change climate base terra forcing cool trend counteract natural cycl
2068,use walk path disappear wonderful rich slaughter Nantucket
2069,clear natural growth tree grass build windmill solar field grow grain cattle cause more atmospheric problem
2070,’m so sorry stop listen part pull sun jovial planet think jovial planet give
2071,’ Huh end 😩
2072,only group remote work work remote worker so
2073,guess UK
2074,Salmon Arm BC last week see salmon run so sad see spawning channel lake dry drought
2075,so truth volcanic activity western side Arctic contribute cap melt also do mini ice age
2076,sigh say predict end time then then now wake
2077,Love Trump San Antonio TX
2078,do so help rich
2079,hea get honest bone
2080,yet try push net even here Isle man win biosphere award annually produce electric recycle save electric
2081,% kind high be
2082,talked about
2083,absolutely love speech change view climate change participation out become poor 🧐
2084,say
2085,England set example other country ask other country help do part
2086,think other day
2087,thank make video get information so fast 😂 🔥 🔥 able share ig w credit
2088,just drink
2089,need money eat person get money need money pay eat so on so forth
2090,school still open
2091,song name 🙏
2092,thank put together ’m Miami resident send now
2093,go response fast slow change human speed Industrial Revoution cricket response
2094,already dead m 💀
2095,New York Rome same latitude
2096,email later today thank so much speak bring attention video very well word too
2097,technically true have minor effect climate have more do position continent West coast
2098,european here happen summer all europe month C(104F predict very heavy winter 🥶
2099,thank so true thank father Yah great discernment
2100,fun fact same latitude Canada be polar bear swim sea UK Ireland Titanic hit iceberg far
2101,’ governor help at all whatsoever government joke
2102,reach orlando just reposte hope save it🤍
2103,know ever look map
2104,think most people think grow map lol
2105,Spain Portugal Europe
2106,send letter
2107,kinetic dancefloor actually so smart
2108,just make stuff
2109,open net fish farm
2110,phone make
2111,twerking exquisite die
2112,love content have suggestion far research topic
2113,heat dome have high humidity
2114,water disappear thin air do
2115,forgot mention Morelos Dam Mexico next Yuma AZ main reason water make ocean Mexico
2116,happen Florida say temperature water there ocean
2117,capitalism freedom rich economic prosperity rich
2118,let say government take action tomorrow much change current course
2119,Humour aside intellectual book far read
2120,struggle focus keep talk water take * area * rather volume
2121,Shakira impression 😭 point 👏
2122,Florida heat dome
2123,Ohh need go do Yale 😂
2124,hope package fine ahahahahha
2125,Colorado river go gulf live Texas far river ’ low drought
2126,wildflower plant slide toxic cat town have lot stray want hurt
2127,agree rat snake
2128,neighborhood allow flower lawn
2129,thing get growin conserv home treat religious tenant whole thing lie
2130,grow more tree worldwide instead cut forest build house 🏻‍ ♂ ️
2131,miss Texas ’ home never more happy live there anymore
2132,smog mountain
2133,also know cruise ship pollute time MORE car Europe
2134,want bring home omg
2135,% still difference
2136,learn todat
2137,agree Las Vegas need keep water here as much possible
2138,try funny say big heat bubble pop Legit question lol
2139,wait wait slide showe want solar panel slide show ’re anti battery Tesla solar panel also battery neede
2140,good luck never change much greed nowadays
2141,Las vegas
2142,bro careful have extra second end there
2143,never thoroughly explore make bomb
2144,think people understand much impact human have own planet
2145,world need change Doom 😭 😭 😭
2146,actually poor country resource also manage poorly help climate change make people rich as soon possible
2147,go different christmas light event soon here cold snow only make well
2148,invest green energy tech make cheap more competitive coal use poor country one suggest country fix
2149,poor people Asia Latin America control factory much emission be ultra rich first world
2150,love Coldplay so much 😭
2151,hat
2152,teach kid
2153,come ’re first person see even mention positive
2154,global effort concern
2155,do thank bring attention challenge salmon face climate change
2156,wait ask tge right person existence more point 37degree Celsius last 20yr heat earth
2157,have acquaintance last place work say current climate change natural happen before bronze age
2158,feel unburdened God Bless
2159,lorax mention
2160,have app work desktop see globe temperature everywhere cool look south Pole 🥶
2161,sibi temperature go up June July 🔥
2162,experience Canada last year absolutely unbearable too hot live
2163,amazing missouri
2164,way wood most valuable material universe
2165,need chemical trail
2166,here
2167,Multnomah county Oregon sue Shell BP Exxon Chevron part cause heat dome
2168,town cover smoke point bird leave
2169,D.E.M.A drill fault line release molten magma ocean
2170,steam part house 💀
2171,wish ppl realise eat money affect only affect other ecosystem too
2172,song
2173,thank share 🥰 🥰 🥰
2174,here Oklahoma week last week
2175,thank share
2176,also call Summer
2177,realise eat money eat pound lol 🙏 😭
2178,heat dome happen ever el nino develop try since human
2179,live New Zealand even have first cold day normally end March early April still freak hot day
2180,’ awesome ’ real person
2181,make rlly sadd
2182,Pakistan forecast We d Thurs
2183,% way too much small country population 💀
2184,squad then game
2185,keep happen
2186,so much simplify info short amount time love
2187,protect man
2188,Frosty Flights block bro
2189,happen too much
2190,have so many time
2191,explanation need
2192,thank yoyf talk fast
2193,bro game
2194,get glitch too
2195,see exact same thing
2196,thank god have kid dead peace byee ✌ ️
2197,ngl flower lawn look pretty cool
2198,many take require take take 😅 😅
2199,extremely well explain
2200,have many philippino friend break see
2201,record profit
2202,GUYS need save SALMON belly say necessary
2203,hopefully rain start week forecast show 🌧
2204,’re lucky make past stretch Fraser River Richmond BC vintage garbage allow dump release
2205,’m love
2206,see 😭
2207,keep happen
2208,try weather modification project
2209,have twice frosty flight first come back 💀
2210,got same bug once
2211,bro miss
2212,encampment supply casually make cry
2213,need big cart big van far out so much bad then know Aussie here know do massive
2214,do ty so much bless
2215,thank argument honestly infuriate try downplay human factor
2216,also last ice age only 5C
2217,natural climate change exist deny live ice age still that great have run
2218,new lose city call lose Phil island
2219,overreact have stop do thing contribute hugely global warming
2220,bro flower antartica start grow
2221,good neighbor country ✋
2222,earth heal
2223,pov right now 🏊 🏊 ‍ ♂ ️ 🏊 ‍ ♂ ️ 🏊 ‍ ♂ ️
2224,Guy spot
2225,ist
2226,kick bucket road
2227,undefeated Elle
2228,people
2229,juicy jacket 😭 😭 😭 💜
2230,good work watch several time still pick little detail time 🥰
2231,brilliant always thank
2232,text NWS EPA good
2233,always amaze creativity thank hard work
2234,WOW sharp fearless opinion many other
2235,literally amount thought time editing writing put work amazing
2236,’ just earth throw cycle
2237,absolutely love content thank
2238,recently try explain volcano add greenhouse gas mass extinction rate change focus co2 mom 😓
2239,mean weather like
2240,research scientist oceanography have say incredibly coherent explanation thank
2241,% right bro 🙏
2242,woke go way far reckon
2243,happen as well
2244,never hear before
2245,window loading screen
2246,very base
2247,tell child seem accurate Canada here come baby 😁 cause Helene back whoop east coast
2248,hear long time ago 💯
2249,talk Tallahassee electricity hurricane 🌀 Helena jamaican dis teach grow 👀 👀
2250,sad reality
2251,imagine society base infinite growth live planet finite resource
2252,’re terrified know enough
2253,🙏 rich ppl play 😫
2254,always say play 🙅 ♀ ️
2255,mother always tell
2256,got word desert
2257,bullshit
2258,chem spraying have lot do
2259,say cut supply California 😏
2260,thank explain make sense
2261,more view 🤯 content awesome
2262,chemtrail cause global warming control weather
2263,also dam river redirect
2264,forget Mexico get MAF as well
2265,great info
2266,Fuck California
2267,rain also snow Midwest so compare apple apple southern Colorado high desert Nevada desert Arizona desert
2268,ya fuck California
2269,very interesting
2270,southeast dry af compare state Mississippi People live never rain majority problem
2271,put million people desert
2272,great explainer
2273,think keep tell
2274,North Carolinas smokey mountain
2275,Minnesota
2276,Mississippi river though thy get enough flooding go over there leave water shed alone
2277,truly believe 🥰
2278,momma tell long time ago 🙏 🏾 🙏 🏾 🙏 🏾
2279,grandmom tell story 🙏 🏾
2280,never hear
2281,Dad use tell grow
2282,hear
2283,first time hear
2284,deep 🥰
2285,thank info do research endanger plant pine rockland unique ecosystem
2286,ice have potential rise sea level meter
2287,November already freeze
2288,hope so need second summer continue
2289,’m ready ’m ready winter love winter
2290,last year city have snow ’m Washington make sense so idc cold ’m just happy snow hail regular
2291,tn today ready cold finally use winter clothe
2292,never think thank share
2293,know lake stratify base temp hard break stratification ocean do deep top layer
2294,frozen ice arctic already part water height add height once melt only heat expansion
2295,know
2296,think Aurora
2297,think opposite can soda explode freeze oppose other way around
2298,water deep ocean get cold as well
2299,😭
2300,good teacher
2301,girl think Aurora tiktok feed
2302,never think thank sharing
2303,also mean variation temp change small evaporate also see large fast change
2304,just think always say ’ melting ice
2305,first thing teach earth science 9th grade.but forgot thank also terrible news
2306,thermal expansion
2307,over
2308,do bit save plannet
2309,suppose drive this⁉️
2310,bad before now ’ personal
2311,drink cheap light beer never taste
2312,now thing get serious
2313,time take action
2314,cool super impose picture house fall crazy nature always win
2315,go think video night
2316,go watch movie edit
2317,ahh film gut time
2318,brilliant edit btw come back few time just watch again
2319,caption exactly do
2320,really have
2321,nice lookin 🌎 other side eqaul usa actually desert look dry so usa look tan instead green fromspace
2322,come one talk dam right do Southern California northern California dry whole Central Valley
2323,absolutely beautiful 💙
2324,love presentation 💚
2325,thank 💚
2326,priceless
2327,love 🤩 so wholesome watch so much joy courage resounding message even police intervention Congressman prepare show obviously 🙄
2328,look face
2329,look face 👌
2330,awesome 👏 👏
2331,good work thank sharing
2332,👏 👏 👏 freaking love guy so much
2333,thank
2334,love ❤ ️
2335,give goosebump absolutely beautiful
2336,sigh nothin abt
2337,do doomsday clock freak happen 🙏
2338,word word world world
2339,literally Italy m
2340,s bad part snowboard bad
2341,waint ice
2342,ice = perfect condition
2343,ultimate speed boost
2344,so ° October bad 😭
2345,talk becuase want happen think 😓
2346,there come Atlanta magical
2347,there today tattoo convention have find alternative route everywhere 😂
2348,bad compare there yesterday
2349,luckily so bad East Yorkshire
2350,see house 😭 😭
2351,yard Hykeham lincoln flood too
2352,know
2353,😩
2354,favorite concert
2355,need see so bad
2356,hope see live day
2357,’re favorite band time
2358,accidentally knock sport direct mug fill tea
2359,lie tell video 😔
2360,one probably joke
2361,socialism comunism solution tho
2362,lot people already choose capitalism wait 😁
2363,unsubscribe capitalism
2364,so bad go ocean
2365,Less go ocean sea level rise yay
2366,difference republicans manage Mississippi
2367,good analysis grow western Colorado so interested subject
2368,’ simple cut California Vegas
2369,be problem change policy fact recharge river delta Mexico
2370,use affect Los Vegas lake Mead Hoover Dam electrical distraction
2371,good band world
2372,tjure GREATESTSTSTYS
2373,@taylorswift
2374,BRO IM GONNA be GRADUATING have life plan already always DYING BC HEAT SUN
2375,background 💀
2376,do tho 😭
2377,realistically most likely live just go lot hard
2378,scientific event
2379,know ratatata
2380,swinge side side
2381,sorry talk climate clock
2382,dad say expire long time
2383,love know cost hire availability necessary kit compare go conventional mean
2384,love fact one seem read text just yap whole RATATATATA thing go background
2385,never think rise ocean level way make lot sense
2386,love format
2387,correct use template
2388,
2389,love
2390,live laugh love Coldplay
2391,@Taytendo Swifch 👱 ‍ ♀ ️
2392,go tour
2393,amazing
2394,top concert ever life
2395,’ hot= climate change
2396,individual mega corporation pollute wealthy country own corporation
2397,compare corporation do plane only vehicle contribute significant amount
2398,OGs big sigh fun last storm start close see other side og start edge FORTNITE
2399,20c uk weekend die
2400,WHATS YALL FAVORITE COLOR
2401,do mother
2402,now try private jet billionaire rocket
2403,have 4year leave planet earth climate clock say so
2404,night hell sleep
2405,brainwash big corporation think problem need change create problem
2406,fire ¾of gov do thi job then make living affordable again
2407,"also mini imo normal""/more encourage able work 20hr job instead current full time expectation"
2408,still rather Pakistan then rain 🌧 😒 Britain
2409,Oof keep hope Chappell Roan reset timeline
2410,study link CO2 climate change just do
2411,west understand climate change impact directly yet already begin elsewhere
2412,really think average consumer main problem look world make major corporation
2413,year cycle multiple variable say normal part year cycle
2414,leader start understand reality need revolution become real minimum wage UK council housing
2415,climate change just earth cycle
2416,climate always change normal
2417,yawn once find be time earth lifespan high low temperature other million year change mind
2418,sure electric vehicle produce less pollution
2419,love non condescend informative fact base educate response question thank
2420,bug especially bug
2421,have effect alright just heat mega turbo death planet capitulate billionaire demand
2422,dad try convince today people generation want work
2423,go die many year happen
2424,history only record few year science record less explain science show lifetime few lifetime explain people just as smart think due ice age
2425,friend way download letter attach email let idk ’ just others:3
2426,go there week 😅 😅 😅 😅 wish luck
2427,live FL ’ crazy fast forest r tear see fox coyote deer bobcat back yard bc have
2428,just send email thank inform 💙 💙
2429,obv have effect just dc
2430,real though overturn Chevron make so much easy
2431,true false BRITAIN pollute guarantee british company make product Asia pollute crazy
2432,celsius average day Iraq lmao
2433,Polar Bear Tears mug Tiktok shop
2434,move politic …… like
2435,so many climate change denier comment 😪
2436,.are read project verbatim end
2437,regard Milankovich cycle happen thousand year climate naturally change think stop survive
2438,preach one pollute most
2439,thank sm share resource just head tho pdfs put linktree kinda hard access first
2440,be people realise big issue less corporation emit % world pollution
2441,hate bug like good future kid
2442,kid go next Ice Age then Acid Rain then hole ozone then global warming climate change 🙄
2443,sweden cut tree have replant
2444,do
2445,’ Nigeria ’ always hot there
2446,unreasonable say cut tree
2447,July
2448,comment stay comrade tok
2449,many year later there myth lose country
2450,average temperature time year Pakistan India talk c ish
2451,cycle climate know know normal
2452,get people air conditioner
2453,right catalytic converter filter fuel less car road year want blame
2454,funny change global warming climate change lol
2455,see snow South Africa place suppose snow
2456,amazingly do shockingly accurate 😱
2457,clean bill low key so funny 😂
2458,so amazing hope get least few people make think
2459,whole lot more funny so freak true nicely do
2460,wait still believe ball spin mile throw galaxy mile wake sleep sleeper
2461,so all dead just say end
2462,video fail explain geological reason climate change reason warm cycle cool vise versa
