aweme_id,cid,create_time,text,reply_comment_total
7274689988548185376,7276571278155285280,2023-09-08,uyannn eyy insannn😳,3
7277894454084685089,7277906665880847136,2023-09-12,This has completely won me over! 😊,3
7281935325604171013,7283089769579954949,2023-09-26,"beruang kutub cuma ada di arktik gak sih?,ga ada di antartika",3
7274689988548185376,7277690686001988385,2023-09-11,Doamne ferește-ne de toate relele ce sînt pe pământ!Amin!🙏,3
7282351161590484230,7282610339287171846,2023-09-25,So they need 10 billion 😏,3
7282351161590484230,7282769773846676229,2023-09-25,And some people really believe this stuff - its remarkable,3
7280478920753958145,7281064774795133714,2023-09-21,I live in western sydney in newer suburb & the homes you showing have great insulation. Most coolest house Ive lived in. But older home are the issue.,3
7274689988548185376,7276749443998466849,2023-09-09,in greece we have fire and flood and heavy rains on this month (August 2023),3
7280478920753958145,7280967747813606145,2023-09-20,Just wait until western Sydney airport gets going... Fmd we're screwed,3
7280478920753958145,7280508554920968962,2023-09-19,Hoping we see some better planning around Bradfield than in other growth areas 🙏,3
7277317545454177582,7278868464546595626,2023-09-15,Where is the link to the actual video of him saying it,3
7275412673473514798,7276415783458145070,2023-09-08,people were around during the last 'little ice age' however they were not aware of it. I'm sure she knew this and it's what she meant.,3
7277317545454177582,7277355577570853674,2023-09-11,I bet they say its bc he old it CAME OUT that way. but it was said to our face,3
7277894454084685089,7280577480313357089,2023-09-19,"Alltså,jag vet inte om jag bromsat som bilist,sitter man självvalt på vägen så,nya farthindret...",3
7286289576493108523,7286385433876333345,2023-10-05,the length of rainy days sounds like a standard time for the west of Ireland 😂,3
7284316139633577259,7284487031937254174,2023-09-30,"this is one of those things that it seems so obvious, but I've never put it all together like this, and you to that brilliantly. good work man",3
7273551369179614507,7273553388179129121,2023-08-31,Opinion on the faltering integrity of our reality?,3
7286673402717424903,7304866432159613738,2023-11-24,How strong are octopuses cuz damn,3
7285526435232714030,7286617932292899627,2023-10-05,why does this sound like plague inc from when i was like 9,3
7272820833368739114,7278451179397514030,2023-09-13,"If, ""I will die for you."" was a person! 😂",3
7273551369179614507,7273927383676601120,2023-09-01,i cant take people who use agenda unironicaöly serious anymore,3
7273122381269617925,7273126474743464709,2023-08-30,Taiwan po ba yung nasa pinaka taas ng Philippines? bat nasa loob sya ng PAR?,3
7285320931457649952,7286264534224945925,2023-10-05,Mejor a esperar hasta que logremos la minería espacial y podamos dejar de contaminar el planeta,3
7286673402717424903,7303950939955151662,2023-11-21,here's me thinking I can take one of them on. *crushes car with ease* ...nevermind,3
7277894454084685089,7278242659687826208,2023-09-13,"just run them over, they'd soon move",3
7285526435232714030,7289733699909321515,2023-10-14,the fact I had a dream abt the end of humanity last night is interesting,3
7273122381269617925,7274115226630275845,2023-09-02,lods totoo ba yung snow sa manila?,3
7287680374136786219,7288036596367950597,2023-10-09,"bro, if you knew that fortnite made a collab with a freaking bank here in brazil, a literal bank, bradesco",3
7287680374136786219,7293136396734284587,2023-10-23,My kids will play the entire Darksouls series as their first game,3
7274689988548185376,7277654787340059398,2023-09-11,waadhamdka dunida😳 udiyaar garoow,3
7286673402717424903,7454919913637331745,2025-01-01,Who’s here in 2025,2
7282351161590484230,7282585427361809158,2023-09-25,No he did not. This is not real life 😳😂,2
7273122381269617925,7273137844427932421,2023-08-30,"Finally, bumalik kana din sa FYP ko 😭",2
7286673402717424903,7307332392381743918,2023-11-30,insurance not gon believe this bro 😭🙏,2
7280478920753958145,7280737372882846466,2023-09-20,Those homes in the clip do not look old and should be environmentally better than a lot of older homes,2
7282351161590484230,7283050912007455493,2023-09-26,this is why i dont pick sides,2
7276434003060854062,7280216738267530027,2023-09-18,I am pretty sure there isn't much of anything that is safe from the grocery store anymore! thanks for sharing your story!,2
7286673402717424903,7349294080080151329,2024-03-22,Chatten ist dss real ?¿?,2
7273122381269617925,7273439266707899141,2023-08-31,kuya rm extinct naba ang mga alitaltap or firefly?,2
7281621191889014048,7287107634091901729,2023-10-07,how is he in charge what is going on wit this country😭😭😭,2
7281621191889014048,7281689606420202273,2023-09-22,Election now,2
7281621191889014048,7281719568166421281,2023-09-22,he has never been up front and honest! But what else is he doing behind our backs?!,2
7280478920753958145,7280536786178294536,2023-09-19,"I’m in the hunter and this is exactly how all new estates are being made, council doesn’t care",2
7275895775681400106,7275939457000637226,2023-09-07,I mean according to StarField there’s like millions of planets we could live on,2
7273122381269617925,7275264160703136517,2023-09-05,kuya bat po nagkameteor sa turkey?,2
7273122381269617925,7273133447723156229,2023-08-30,naol alam lahat huahaa,2
7281208819865144608,7283327212631524127,2023-09-27,Depends on how restrictive the low emission rule is,2
7274689988548185376,7277689941609480993,2023-09-11,this is just the begining,2
7272820833368739114,7272822337744732970,2023-08-29,My face the whole time 😦,2
7275786860796955937,7275855167555552042,2023-09-06,My brain went weeeeeeeee🤯 🤣,2
7277894454084685089,7281544043972510496,2023-09-22,Caricate i cannoni con sterco di maiale!,2
7287680374136786219,7298576720527999787,2023-11-07,You too are perfect! Also! She nailed Fortnite. Never thought of it as global warming,2
7287680374136786219,7305622520233034501,2023-11-26,As someone who for a big membership cooperation at a gas station the idea of kids wanting to pump gas it’s so scary,2
7278314820888169734,7278788338248139526,2023-09-14,y donde esta lo Londres?,2
7278314820888169734,7278768166145704709,2023-09-14,los que manejamos moto 💀,2
7277317545454177582,7278508117965538094,2023-09-14,"I literally love you, you just got a follow from me. Tapping the screen & your personality & the FACTS you just spit . YAS HONEY 👏",2
7277317545454177582,7277386561045218079,2023-09-11,preach sister! and you look & sound like that girl from scary movie (movie scene haha),2
7287680374136786219,7306521507408528134,2023-11-28,why does this sound like an ad not on purpose lol,2
7287680374136786219,7287802509124682502,2023-10-09,I'd say Slime Rancher and Hollow Knight,2
7277317545454177582,7278683170501624622,2023-09-14,Literally all we gotta do is come together on one accord & let be known that we done with the games & stop paying bills all at the same time,2
7271410119622020395,7283698626178024223,2023-09-28,Nuclear power is the cleanest and greenest energy system.,2
7271410119622020395,7273459386743210794,2023-08-31,I want vivek because he might get term limits in effect but then he can go because he says climate change is a hoax,2
7287257421683150113,7287349742282965792,2023-10-07,@Aimee shiels u going to downings,2
7277317545454177582,7278828099087729451,2023-09-14,you kinda sound like the lady on the plane,2
7287257421683150113,7287586651180892961,2023-10-08,Where’s Greta,2
7276894831199145249,7282822880701416198,2023-09-25,the real question would be what happens if the US does nothing.,2
7287257421683150113,7287528861071508257,2023-10-08,Gefällt Greta gar nicht 😂😂 mir schon 👌🏼,2
7279350028651613442,7279767563826512647,2023-09-17,Thank you so much sir🙏🙏🙏💖💖🇳🇵🇳🇵🇳🇵,2
7276434003060854062,7283373308464120622,2023-09-27,I don't buy commercial meat I buy locally or raise it myself,2
7279350028651613442,7279636077735920391,2023-09-17,सरकार ले गर्नु पर्थ्यो तपाईले गर्नु भो धन्यबाद ब्रदर❤,2
7286673402717424903,7303925654709486367,2023-11-21,There goes my theory that I could survive against an octopus,2
7286673402717424903,7399821295963259656,2024-08-06,am i the only one thinking about the bad parking 😭,2
7275895775681400106,7276169570648867617,2023-09-07,pour de vrai ?!,2
7284316139633577259,7284422970323796778,2023-09-30,This is by far your best video. Thank you.,2
7273551369179614507,7273563547240776490,2023-08-31,Ur hair looks different kinda,2
7273854909378759969,7274759149241041670,2023-09-04,Why,2
7285526435232714030,7286557184531268395,2023-10-05,uh...🥰 why do we even try to live anymore?^^,2
7283876381547695393,7408505214615831302,2024-08-29,okay... my dream is having a gas car not electric car,2
7275412673473514798,7282986018268709662,2023-09-26,please tell me that wasn't just one scene. it had to be a whole bunch cut together??,2
7285526435232714030,7289711461257282336,2023-10-14,"Thing is, there is summer overthere and there are local flowers blooming during this, but I thought that was later on.",2
7285320931457649952,7285666486252684038,2023-10-03,"2 slide, I always noticed that the second structure has a goat's head, it would be a mention of baphomet?",2
7286289576493108523,7286737775780922144,2023-10-06,"155 days in a a row being remarkable, but just an average summer in Wales 😂",2
7284316139633577259,7314526057733194538,2023-12-20,"I grew up in the 80's and in elementary School they tried to install a love of environmentalists in us, even in the cartoons. that changed in the 90's. we used to clean up parks and plant trees",2
7284316139633577259,7284322038100263726,2023-09-29,I just love your content so much,2
7283876381547695393,7456575269403427605,2025-01-05,V8 mercedes c63 amg old enter the chat 💀🙏,2
7274689988548185376,7276540587665556256,2023-09-08,omg WTH heartbreaking for the us 😭😭 xx,2
7285320931457649952,7285434447565783841,2023-10-02,propaganda by the fact 🥰🥰🥰,2
7273551369179614507,7273560400628581126,2023-08-31,my brother is exactly like her and it's insane what comes outta their mouths,2
7284316139633577259,7286090343366607658,2023-10-04,I'm happy to say I don't use chemicals for anything I work my lands naturally critters and bugs love it here my land is full of life and energy ✨️,2
7274689988548185376,7276730987421139745,2023-09-09,Nature have mercy,2
7274689988548185376,7277654006796075782,2023-09-11,we just pray God 🙏🙏🙏🙏🙏🙏 help us,2
7275786860796955937,7277229078859760389,2023-09-10,This is America...,2
7284316139633577259,7284321441088095006,2023-09-29,"YES TO EVERYTHING YOU SAID, IT ALL MAKES SO MUCH SENSE",2
7274689988548185376,7276790086444155681,2023-09-09,Αποκάλυψη Ιωάννου,2
7275786860796955937,7275882427737408262,2023-09-07,What?! Like seriously what?!,2
7286289576493108523,7286560011517461254,2023-10-05,155 days of rain? Laughs in Vancouver 🇨🇦,2
7284316139633577259,7284343334905217834,2023-09-29,this is great man. I use no till gardens because plants grow much better that way. You kill the ground when you till it over and over,2
7283138470149672224,7283139226907558689,2023-09-26,Suze where are the big scissors!,2
7282816128613649696,7283702383858418437,2023-09-28,but if the water is no longer salty we can just drink it,2
7274689988548185376,7276666231963960096,2023-09-09,you forgot greece,2
7283876381547695393,7395898287955903275,2024-07-26,что то между 8 и 21,1
7278835906868514090,7279079306449470251,2023-09-15,I will email them all later today. Thank you so much for speaking on this and bringing this onto my attention. This video was very well worded too,1
7278835906868514090,7279102577634476846,2023-09-15,Is the voting going to take place publicly? I’ll show up fr,1
7285320931457649952,7286560220774925088,2023-10-05,die Erde stirbt sowieso nicht 😂,1
7278835906868514090,7279050947572302634,2023-09-15,"I can't open any of the letters, does anyone know how to make it work?",1
7287257421683150113,7287363840538788640,2023-10-07,@B A I L E E ❣️mussel man r wha,1
7287257421683150113,7287848967721976609,2023-10-09,Beautiful🥰 no smoke no fun 😍,1
7278314820888169734,7278773802430530309,2023-09-14,imagina el rio rimac con el Támesis😂,1
7287257421683150113,7287522437629035297,2023-10-08,digger so ist geil wir vor ca . 30 Jahre zurück auf den Weg nach Holland zur Insel,1
7287257421683150113,7287270780748186401,2023-10-07,"lmao greta mad af, oh and btw sweden is 30% non swedish",1
7287257421683150113,7287466699397186337,2023-10-08,Greta Thunberg is going to camp,1
7278835906868514090,7279092099832365870,2023-09-15,"As a Florida resident in palm beach county, what else can I do to take a stand and try to help.",1
7287257421683150113,7287597882948502305,2023-10-08,diesel musi kopcic 😂 rura musi ebac 😂😂,1
7287257421683150113,7287815777721189153,2023-10-09,@Paul @LShinobi💠 💪😂,1
7278314820888169734,7278681518640710406,2023-09-14,Amo más el calor que este frío 😑🙃,1
7287257421683150113,7287854081262813985,2023-10-09,@Ellie Jones royal welsh mewn bach,1
7287680374136786219,7306455064025432837,2023-11-28,I knew it this man making an ad right from the second Shell v power,1
7278314820888169734,7278933909626241798,2023-09-15,"nooo,no secan mis calzones😭😭",1
7278314820888169734,7278861283885449990,2023-09-15,esta semana Lima está con mucho tráficoooo U.U,1
7278314820888169734,7329195742004953861,2024-01-28,Como se extrañan esos días 🥺💔,1
7283876381547695393,7452804383307907847,2024-12-26,How dare you 😂,1
7278314820888169734,7278488928994050822,2023-09-14,Falta la intensa neblina de Lima a lo silent hill,1
7283876381547695393,7424018122552050478,2024-10-10,She’s one of the many that made her voice loud.,1
7287680374136786219,7298180637755130667,2023-11-06,😭 no I would maybe encourage Minecraft or maybe maybe a calm game depends the age 😭,1
7278314820888169734,7278772189548659461,2023-09-14,Amo la lluvia 🥰,1
7278314820888169734,7278677475521413893,2023-09-14,soy el único que no le gusta? muy deprimente quiero mis días soleados.😔,1
7285526435232714030,7289701683885261569,2023-10-14,for generations we’ve been warned and nothing changed. sealed our fates,1
7278314820888169734,7278721504417039110,2023-09-14,Lima la gris,1
